Source Language,Target Language,Source,Candidate,Translation Time (s)
Korean,English,그들은 여전히 충돌의 크기와 지구가 어떤 영향을 받을 것인지에 대해 연구 중이다.,They are still studying the size of the collision and what impact the Earth will face.,1.0504
Korean,English,미 국방부의 전략사령부가 잔해를 추적 중에 있다.,The U.S. Department of Defense's Strategic Command is currently tracking the debris.,1.0213
Korean,English,도표화된 분석 결과가 공개 웹사이트에 게시될 예정입니다.,The graphical analysis results will be posted on the public website.,0.7504
Korean,English,펜실베이니아주 피츠버그 아동 병원에서 근무했던 한 의사의 어머니가 수요일 해당 의사의 차량 트렁크에서 숨진 채 발견되자 해당 의사를 가중 살인 혐의로 기소할 것이라고 오하이오주 당국이 밝혔습니다.,"According to Ohio authorities, a doctor who used to work at Pittsburgh Children's Hospital in Pennsylvania will be charged with aggravated murder after the doctor's mother was found dead in the trunk of the doctor's vehicle on Wednesday.",2.4386
Korean,English,29세의 말라라 발라수브라마니아 박사는 신시내티에서 북쪽으로 약 15마일 떨어진 교외 지역인 오하이오주 블루 애쉬에서 도로 옆 바닥에 누워 티셔츠와 속옷만 입은 채 약물에 취한 상태로 발견되었습니다.,"A 29-year-old Malawian doctor, Balasubramaniam, was found lying on the side of the road in a suburban area of Ohio, approximately 15 miles north of Cincinnati, wearing only a t-shirt and underwear, in a state of apparent intoxication.",3.2512
Korean,English,그녀는 경관들에게 150미터 떨어져 있는 그녀의 검은색 올즈모빌 인트리그를 가리켰다.,She pointed out to the police officers that her black Oldsmobile Intrigue was 150 meters away.,1.2748
Korean,English,그곳에서 그들은 피 묻은 담요로 덮인 53세의 사로자 발라스브라마니안 (Saroja Balasubramanian)의 사체를 발견했습니다.,"They found the body of 53-year-old Saroja Balasubramanian, covered in a blood-stained blanket, at the scene.",1.7197
Korean,English,경찰은 시체가 하루 정도 있었던 것으로 보인다고 말했습니다.,The police stated that the body had been there for approximately a day.,0.9131
Korean,English,이번 시즌의 첫 발병 사례는 7월 말에 보고되었습니다.,The first reported case of this season occurred in late July.,0.7636
Korean,English,"이 병은 돼지에 의해 옮겨진 다음, 모기를 통해 인간에게 옮겨집니다.","This disease is transmitted to pigs first, and then to humans through mosquitoes.",0.9123
Korean,English,"이번 발병으로 인도 정부는 심각한 피해를 입은 지역에 돼지 포획꾼을 파견하고, 모기장 수천 장을 배급했으며 살충제를 살포하는 등의 조치를 취했다.","Following this outbreak, the Indian government has dispatched pig catchers to areas severely affected, distributed thousands of mosquito nets, and taken measures to spray insecticides.",1.8143
Korean,English,정부에서 수백만 개의 뇌염 백신의 전달하기로도 약속한 만큼 내년 보건 기관들의 준비에 큰 도움이 될 것이다.,The government's promise to deliver hundreds of millions of doses of meningitis vaccine will undoubtedly be a great help to the health agencies next year.,1.6796
Korean,English,올해 역사상 가장 타격이 심한 지역에 백신을 전달하기 위한 계획이 자금 부족과 다른 질병에 비해 낮은 우선순위로 인해 연기되었습니다.,This year's plan to deliver vaccines to the most severely affected areas in history has been delayed due to a lack of funds and a lower priority compared to other diseases.,1.988
Korean,English,"슬라니아는 1956년에 스웨덴으로 이주하였습니다. 그로부터 3년 뒤, 그는 스웨덴 우체국에서 일하기 시작하여 우체국 수석 조각공이 되었습니다.","Slania moved to Sweden in 1956. Three years later, he began working at the Swedish postal service and eventually became the chief sculptor of the postal service.",2.0011
Korean,English,"그는 스웨덴과 다른 28개국을 위해 1,000개 이상의 우표를 제작했다.","He has designed over 1,000 stamps for Sweden and 28 other countries.",1.0179
Korean,English,"""그의 작품은 높은 품질과 세밀하기로 정평이 나 있고 그는 도장 파는 사람 중 정말 몇 되지 않는 """"누구나 아는 이름""""의 소유자이다. 그의 작품만을 전문으로 수집하는 사람들도 있다.   ""","His works are renowned for their high quality and meticulousness, and he is one of the few ""household name"" owners among seal sellers. There are also those who specialize in collecting only his works.",2.4637
Korean,English,"그의 1,000번째 도장은 2000년에 다비드 클뢰커 에렌슈트랄의 장대한 작품인 '스웨덴 역대 왕의 위업'을 새긴 것이다. 그리고 이는 기네스 세계 기록에 등재되어 있다.","His 1,000th edition, engraved with the grand work of David Klöcker Ehrenstrahl, ""The Achievements of Sweden's Kings,"" is registered in the Guinness World Records.",2.3398
Korean,English,"그는 또한 다른 국가들의 지폐를 새기는 일에도 참여했는데, 최근 캐나다에서 나온 새 5달러와 100달러 지폐 전면에 나온 총리의 초상화가 그의 작품이다.","He was also involved in engraving the currency of other countries, and the recent Canadian 5-dollar and 100-dollar bills, which feature the portrait of the Prime Minister on the front, are among his works.",2.506
Korean,English,"사건 발생 이후, 깁슨(Gibson)은 병원으로 이송되었으나 얼마 후 숨을 거뒀다.","Following the incident, Gibson was transported to the hospital, but unfortunately, he did not survive for long.",1.2878
Korean,English,64세인 트럭 운전수는 충돌 사고에서 부상을 입지 않았습니다.,The 64-year-old truck driver was fortunately not injured in the collision.,0.9436
Korean,English,해당 차량은 같은 날 그리니치 표준시로 대략 12시에 사고 현장에서 옮겨졌습니다.,"The vehicle in question was relocated to the scene of the accident approximately at 12 o'clock on the same day, Greenwich Mean Time.",1.5817
Korean,English,"""사고 지점 인근 한 정비소에서 근무하는 한 사람은 """"길을 건너려고 기다리던 아이들이 모두 비명을 지르며 울고 불고 난리였어요""""라고 말했다.""","""A person who works at a nearby repair shop near the accident site said, 'The children who were waiting to cross the street were all crying and screaming wildly.'""",1.9626
Korean,English,그들은 모두 사고 현장으로 달려갔다.,They all rushed to the scene of the accident.,0.6337
Korean,English,다른 주제로는 세계에 남아 있는 숲을 구하고 개발도상국들이 오염이 덜한 방법으로 성장할 수 있도록 돕는 기술을 공유하는 것이 발리 아젠다에 포함됩니다.,"This initiative is also part of Bali's agenda, which includes sharing technology to help preserve the remaining forests worldwide and enable developing countries to grow in a less polluting manner.",1.9847
Korean,English,또한 유엔은 지구 온난화의 영향을 받는 국가들의 대처를 돕기 위한 기금의 조성을 완료하기를 기대하고 있습니다.,We are expecting the establishment of a fund to assist countries affected by global warming to be completed.,1.2097
Korean,English,"그 돈은 홍수 대비 주택, 수자원 관리 발전, 그리고 농작물 다양성 쪽으로 갈 수 있다.","That money could potentially be allocated towards flood-prepared housing, water resource management development, and crop diversity.",1.3143
Korean,English,플루크(Fluke)는 여성들이 여성의 건강에 대해 소리를 높이는 것을 그저 흘려보내려는 일부의 노력이 수포로 돌아갔다고 작성했다.,Fluke has argued that the efforts of some to raise awareness about women's health issues have been in vain.,1.3072
Korean,English,그녀는 피임약이 의학적으로 꼭 필요한 것으로 여겨야 한다고 촉구하는 여성과 남성 모두의 긍정적인 의견과 격려가 쇄도했기 때문에 이런 결론을 내렸다.,She has concluded this after receiving numerous positive opinions and encouragement from both women and men who believe that contraceptive pills are medically necessary.,1.477
Korean,English,"부상자들이 병원으로 이송되고 싸움이 중단되자, 약 40명의 수감자들은 교도소 마당에서 버티며 각자 유치장으로 돌아가길 거부했습니다.","As prisoners were being transported to the hospital and the fighting subsided, approximately 40 inmates refused to return to their cells, instead standing their ground in the prison courtyard.",2.0084
Korean,English,"협상가들은 상황을 바로잡으려고 했지만, 포로들의 요구는 명확하지 않습니다.","The negotiators tried to rectify the situation, but the demands of the hostages are unclear.",1.153
Korean,English,오후 10 - 11시 MDT(산악 여름 시간) 사이에 수감자들이 교도소 마당에 화재를 시작했다.,"Between 10 and 11 o'clock in the afternoon, MDT (Mountain Daylight Time), inmates started a fire in the prison yard.",1.7354
Korean,English,"곧, 폭동 진압 장비를 갖춘 경찰들이 마당으로 진입해 최루 가스를 이용하여 수감자들을 코너로 몰아넣었습니다.","The police, equipped with riot control equipment, soon entered the yard and used tear gas to herd the inmates into a corner.",1.5321
Korean,English,소방 구조 대원들이 결국 오후 11시 35분까지 불을 껐다.,The firefighters were eventually able to extinguish the flames by 11:35 in the afternoon.,1.1748
Korean,English,"1963년에 댐이 건설된 후, 강 전반에 퇴적물을 퍼트리는 계절 홍수가 그쳤습니다.","Following the construction of the dam in 1963, seasonal floods that deposited sediment throughout the river have since subsided.",1.4929
Korean,English,이 퇴적물은 야생 동물 서식지로 사용되는 샌드바와 해변을 생성하는데 필수적이어습니다.,This sediment is essential for creating sandbars and beaches that are used as habitats for wild animals.,1.1085
Korean,English,"그 결과로, 물고기 두 종은 멸종되었고, 험프백 첩을 포함한 다른 두 종은 멸종 위기에 처하였다.","As a result, two species of fish have gone extinct, and two other species, including the Humphback whale, are on the brink of extinction.",1.7702
Korean,English,홍수때문에 수위가 몇 피트 상승하겠지만 관계자들은 이로 인해 하류에 침식된 모래톱이 복구되기를 기대하고 있다.,"Although the water level is expected to rise a few feet due to the flood, concerned parties are hoping that the erosion of the sandbars downstream will be restored.",1.8214
Korean,English,쓰나미 경고는 발령되지 않았으며 자카르타 지구 물리학 연구소에 의하면 진도 6.5를 넘지 않는 지진에는 쓰나미 경고가 발령되지 않을 것이라고 합니다.,"A tsunami warning has not been issued, and according to the Jakarta Geophysics Research Institute, a tsunami warning will not be issued for earthquakes with a magnitude of 6.5 or less.",2.2878
Korean,English,쓰나미의 위험이 없었음에도 불구하고 주민들은 공황 상태에 빠지기 시작했고 자신의 사업장과 집을 떠나기 시작했습니다.,"Despite the lack of a tsunami threat, residents began to panic and started leaving their workplaces and homes.",1.216
Korean,English,"비록 윈프리가 작별 인사에서 눈물지었지만, 팬들에게 반드시 다시 돌아오겠다고 약속했다.","Although Winfry was tearful in her farewell greeting, she promised her fans that she would definitely return again.",1.34
Korean,English,"""""""이건 작별 인사가 아닙니다. 이것은 한 장의 끝이며 새로운 장의 시작입니다.""""""","""This is not a farewell greeting. It is the end of one chapter and the beginning of another.""",1.1849
Korean,English,나미비아 대통령 및 의회 선거의 최종 결과에 따르면 현직 대통령인 히피케푸니에 포함바가 큰 표차로 재당선된 것으로 밝혀졌다.,"According to the final results of the presidential and parliamentary elections in Namibia, incumbent President Hifikepunye Pohamba has been re-elected with a significant margin.",1.8261
Korean,English,집권당인 서아프리카 인민 기구(SWAPO)도 의회 선거에서 과반수를 유지했습니다.,"The ruling party, the South West African People's Organization (SWAPO), also maintained a majority in the parliamentary elections.",1.3776
Korean,English,"연합군과 아프간군은 해당 구역에 진입하여 주변을 장악했고, 다른 연합군 항공기도 지원을 위해 파견됐다.","The coalition forces and Afghan forces have entered the area and gained control of the surroundings, and additional coalition aircraft have been dispatched to provide support.",1.6049
Korean,English,"해당 충돌은 산악 지형의 높은 위치에서 발생했으며, 예기치 않은 화재로 인해 발생되었다고 여겨집니다.",The incident is believed to have occurred at a high elevation in a mountainous terrain and is thought to have been caused by an unexpected fire.,1.7236
Korean,English,추락 지점을 수색하려는 노력은 악천후와 험한 지형에 맞닥뜨리고 있습니다.,Efforts to search for the crash site are being hindered by adverse weather and rugged terrain.,1.1291
Korean,English,"의료 자선 단체인 Mangola, 국경 없는 의사회, 세계보건기구(WHO)는 이 발병이 이 나라에서 기록된 최악의 발병이라고 입을 모읍니다.","Medical charity organizations such as Mangola, Médecins Sans Frontières, and the World Health Organization (WHO) have stated that this outbreak is the worst recorded in this country.",2.1459
Korean,English,"""국경 없는 의사회 리차드 비어만(Richard Veerman) 대변인은 """"앙골라는 최악의 사태로 치닫고 있으며 앙골라의 상황은 여전히 매우 나쁩니다""""라고 말했습니다.""","""The spokesperson for the International Red Cross, Richard Veerman, stated that Angola is facing its worst-case scenario and the situation in Angola remains very dire.""",1.7583
Korean,English,"경기는 좋은 날씨 가운데 10시에 시작해, 아침나절에 내리다 금방 그친 약간의 보슬비를 제외하곤 7개국 럭비 대회를 위해선 완벽한 날이었다.","The game took place on a perfect day, with good weather, starting at 10 o'clock, and aside from a brief drizzle in the morning, it was a wonderful day for the 7-nation rugby tournament.",2.5029
Korean,English,토너먼트의 톱시드 국인 남아프리카 공화국은 제5시드국 잠비아를 26 대 00으로 편하게 이기고 순조로운 출발을 알렸다.,"South Africa, the top seed in the tournament, comfortably defeated Zambia, the fifth seed, with a score of 26-00, indicating a smooth start.",1.8329
Korean,English,남쪽 국가들과의 경기에서는 완전히 실력이 녹슨 것으로 보였던 남아프리카였지만 토너먼트가 진행됨에 따라 실력이 꾸준히 향상되었습니다.,"South Africa, which seemed to be completely out of its league against the southern nations, showed a steady improvement in its performance as the tournament progressed.",1.6963
Korean,English,"잘 훈련된 수비 기술, 공 핸들링 기술 및 훌륭한 팀워크가 그들을 돋보이게 했고 이것으로 팀이 승리를 거머쥘 것이라는 사실은 누가 봐도 명백했습니다.","Their well-trained defensive skills, excellent ball-handling skills, and outstanding teamwork stood out, and it was clear to anyone that the team would secure a victory.",1.8558
Korean,English,"암스테르담시와 안네 프랑크 박물관 관계자들은 이 나무가 곰팡이에 감염되어 있으며, 나무가 곧 넘어질 위험이 있다고 주장하면서 공중 보건 위험을 야기하고 있다고 말합니다.","Amsterdam City officials and staff at the Anne Frank House claim that the tree is infected with fungus and is at risk of falling, posing a public health hazard.",1.827
Korean,English,화요일에 베어 쓰러뜨릴 예정이었으나 긴급 법원의 판결로 구조되었다.,"On Tuesday, it was scheduled to be executed by hanging, but was reprieved by a last-minute court ruling.",1.4196
Korean,English,"""""""세븐 시스터즈""""라는 이름이 붙은 모든 동굴의 입구는 지름이 최소 100에서 250미터(328피트에서 820피트) 정도이다.""","The entrances to all caves with the name ""Seven Sisters"" have diameters of at least 100 to 250 meters (328 to 820 feet) in diameter.",1.8851
Korean,English,적외선 사진은 밤과 낮의 온도 변화를 통해 동굴일 가능성이 높다는 것을 보여준다.,The infrared photo suggests that cave painting is likely to have been created during the day.,1.0455
Korean,English,"""""""이들은 주변 지표면보다 낮에는 더 시원하고 밤에는 더 따듯합니다.""","""These areas are cooler than the surrounding surface during the day and warmer at night.""",0.9815
Korean,English,"""미국 지질조사국(United States Geological Survey) 천문지질학 팀 및 아리조나주 플래그스태프의 노던 아리조나 대학 소속인글렌 쿠싱(Glen Cushing)은 “이러한 열적 거동은 일정한 온도를 유지하는 지구의 큰 동굴만큼 안정적이지는 않지만, 지표면의 깊은 구멍에 일치한다""""고 말했습니다.""","According to Glen Cushing, a team member of the United States Geological Survey's Astrogeology Branch and a professor at Northern Arizona University in Flagstaff, Arizona, ""such thermal behavior is not as stable as a large cave maintaining a constant temperature, but it matches the deep hole on the surface.""",3.339
Korean,English,"프랑스에서 투표는 전통적으로 저차원적인 경험이다. 유권자들은 부스에 고립되어 있고, 그들의 후보를 나타내는 사전 인쇄된 종이를 봉투에 넣는다.","In France, voting has traditionally been a somewhat isolating experience. Voters are confined to booths and insert a pre-printed ballot paper into a box to indicate their candidate.",1.9622
Korean,English,"직원들이 투표자의 신원을 확인한 후, 투표자는 투표함 속에 봉투를 넣고 선거인명부에 서명합니다.","After verifying the voter's identity, the voter places the ballot in the ballot box and signs the voter registration list.",1.3195
Korean,English,프랑스 선거법은 오히려 절차를 엄격하게 성문화합니다.,"The French electoral law, in fact, formalizes procedures with great strictness.",0.961
Korean,English,1988년부터 무기명 투표함은 반드시 투명하도록 해서 유권자들과 감독관들이 투표 시작 때 다른 봉투가 들어 있지 않은지 적법하게 계산된 공인된 투표자의 봉투 외에는 들어가는 것이 없는 것을 볼 수 있게 했다.,"From 1988 onwards, the sealed ballot boxes were made transparent so that voters and supervisors could see that nothing other than the officially counted and certified ballot envelopes of eligible voters were being inserted.",2.1995
Korean,English,후보자는 대표자를 보내서 선거의 전 과정을 참관할 수 있습니다. 저녁에는 특정 절차에 따라 철저한 감독하에 자원봉사자가 개표합니다.,"Candidates may send a representative to observe the entire electoral process. In the evening, volunteers will count the votes under strict supervision according to a specific procedure.",1.7545
Korean,English,앞서 비용 절감과 기능성 요인을 위해 전 세계적으로 출시된 ASUS Eee PC는 2007년 타이베이 IT Month에서 화제가 되었다.,"The ASUS Eee PC, which was launched globally for cost savings and functionality, was a topic of discussion at the 2007 Taipei IT Month.",1.774
Korean,English,그러나 아수스(ASUS)가 2007년 대만 지속가능상을 대만 정부 옌 행정 장관으로부터 수상한 뒤로는 노트북 컴퓨터의 소비자 시장이 급격히 다양해지고 변화할 것입니다.,"However, following the 2007 Taiwan Sustainability Award received from the Taiwanese government's Minister of Economic Affairs, Yen, the consumer market for notebook computers will rapidly diversify and change.",1.9969
Korean,English,방송국의 웹사이트에는 이 프로에 대해 '신선하고 무모한 얼간이들이 펼치는 전통적인 라디오 극장'이라고 소개하고 있습니다.,"The website of the broadcasting station introduces this program as ""fresh and reckless pranksters unfolding traditional radio dramas.""",1.2938
Korean,English,초기에 해당 프로는 토크 라디오에 중점을 둔 사이트이자 장기 인터넷 라디오 사이트인 TogiNet Radio에서 단독으로 진행되었습니다.,"Initially, the program was exclusively broadcast on TogiNet Radio, a site that focuses on talk radio and is a long-running internet radio site.",1.648
Korean,English,"2015년 말, TogiNet은 자회사 방송국으로 AstroNet Radio를 설립했습니다.","In late 2015, TogiNet established AstroNet Radio as its subsidiary broadcasting station.",1.1723
Korean,English,그 쇼에는 원래 텍사스 동부 현지인인 아마추어 성우들이 출연했었다.,The show originally featured amateur voice actors from East Texas.,0.706
Korean,English,"비슈케크 시가지에 법 집행관들이 나타나지 않자, 간밤에 광범위한 약탈이 계속되었다고 전해진다.",It is reported that widespread looting continued throughout the night as law enforcement officials failed to appear in the city of Visheksk.,1.5817
Korean,English,"""한 목격자는 사람들이 무리를 이루어 거리를 배회하고 물품을 약탈하는 것으로 보아 비슈케크(Bishkek)가 """"무정부""""상태로 빠지고 있다고 묘사하였습니다.""","""Witnesses have described Bishkek as descending into a state of ""chaos"" as people form mobs and loot goods on the streets.""",1.7519
Korean,English,일부 비슈케크 주민들은 남부 지역 시위대의 불법 무법 행위를 비난했습니다.,Some residents of Bishkek have condemned the unlawful actions of the southern region protesters.,1.0457
Korean,English,남아프리카 공화국은 남아프리카 루스텐버그 로열 바포켕 경기장에서 열린 럭비 유니언 트라이 네이션 경기에서 올블랙스(뉴질랜드)를 상대로 승리했습니다.,"South Africa won against the All Blacks (New Zealand) in the Rugby Union Tri Nations match held at the Royal Bafokeng Stadium in Rustenburg, South Africa.",1.9661
Korean,English,"최종 점수는 21 대 20으로 1점 차 승부였으며, 올블랙스(All Blacks)의 15연승으로 끝났다.","The final score was a one-point victory for 21 against 20, and it ended with All Blacks' 15th consecutive win.",1.8157
Korean,English,"스프링복스의 경우, 다섯 경기 연패를 기록했다.","In the case of the Springboks, they recorded five consecutive losses.",1.0025
Korean,English,그것은 2주 전 이미 트로피를 거머쥔 '올 블랙스'의 결승전이었다.,"It was, in fact, the championship match of the ""All Blacks"" that had already clinched the trophy two weeks prior.",1.544
Korean,English,시리즈의 마지막 경기는 스프링박스가 호주와 경기하는 다음 주에 요하네스버그의 엘리스 파크에서 개최됩니다.,"The final match of the series will be held at Ellis Park in Johannesburg next week, where Springboks will be playing against Australia.",1.5354
Korean,English,월요일 오후 10시 8분에 중진이 몬태나주 서부를 강타했습니다.,"On Monday afternoon at 10:08, a severe storm hit western Montana.",0.9297
Korean,English,미국 지질 조사국(USGS)과 국가 지진 정보 센터에서 아무런 즉각적인 피해 보고가 없었습니다.,There have been no immediate reports of damage from the United States Geological Survey (USGS) and the National Earthquake Information Center.,1.4937
Korean,English,"지진의 중심은 딜런에서 북동쪽으로 약 20km(15mile), 뷰트에서 남쪽으로 약 65km(40mile) 떨어진 곳이었습니다.",The epicenter of the earthquake was approximately 20 kilometers (15 miles) northeast of Dillon and about 65 kilometers (40 miles) south of Butte.,1.8786
Korean,English,"사람에게 치명적인 조류 독감의 변종인 H5N1가 월요일, 프랑스 동부 리옹 근처의 습지대에서 발견된 죽은 야생 오리에게 감염된 것으로 확인됐습니다.","The highly pathogenic avian influenza strain H5N1, which is fatal to humans, has been confirmed to have infected a dead wild goose found in a wetland near the city of Lyon in eastern France on Monday.",2.5674
Korean,English,"프랑스는 오스트리아, 독일, 슬로베니아, 불가리아, 그리스, 이탈리아에 이어 유럽에서는 7번째로 이 바이러스로 고생한 국가입니다.","France is the seventh country in Europe to struggle with this virus, following Austria, Germany, Slovenia, Bulgaria, Greece, and Italy.",1.5613
Korean,English,크로아티아와 덴마크에서 H5N1으로 의심되는 케이스들은 미확인으로 남아있습니다.,The suspected cases of H5N1 in Croatia and Denmark remain unconfirmed.,0.9899
Korean,English,"""챔버스는 """"수백만의 지구인들에게 널리 가해진 죽음, 파괴 및 수백만 번의 테러""""에 대해 신을 고소했습니다.""","The Chamber has filed a lawsuit against God for ""widespread death, destruction, and terrorism inflicted on hundreds of millions of earthlings.""",1.6931
Korean,English,"""불가지론자 챔버스는 자신의 소송이 """"사소하다""""며 """"누구나 누구든 고소할 수 있다""""고 주장했습니다.""","The nihilist Chamberlain claimed that his lawsuit is ""frivolous"" and that ""anyone can sue anyone.""",1.3819
Korean,English,"""카미유 생상(Camille Saint-Saens)이 프랑스 오페라에서 발표한 이야기는 """"마약과 일본에 대한 사랑이 지배한 삶을 산"""" 한 예술가의 이야기입니다.""","The story is about the life of an artist who lived under the influence of opium and love for Japan, as told in Camille Saint-Saens' French opera.",2.115
Korean,English,결과적으로 무대에서 공연자들이 마리화나 담배를 피우고 극장 자체에서 관객들에게 참여하도록 독려하고 있다.,"As a result, performers on stage are smoking marijuana and encouraging audience members to participate within the theater itself.",1.2755
Korean,English,"뉴트 깅리치 전 하원의장, 릭 페리 텍사스 주지사, 미셸 바흐만 하원 의원이 각각 4위, 5위, 6위를 차지했습니다.","Newt Gingrich, former Speaker of the House, Rick Perry, Governor of Texas, and Michele Bachmann, Representative of the House, respectively ranked fourth, fifth, and sixth.",2.0139
Korean,English,"결과가 나온 후 깅리치는 산토룸을 칭찬했지만, 아이오와에서 깅리치를 상대로 네거티브 선거 광고를 방송한 롬니를 향해서는 거친 말을 했습니다.","After the results came out, he praised Santorum for his Gingrich-like campaign, but then harshly criticized Romney for airing negative ads against Gingrich in Iowa.",1.7393
Korean,English,"""페리는 """"오늘 밤 간부 회의의 결과를 평가하기 위해 텍사스로 돌아가 이번 선거전에 나 자신에게 득이 되는 길이 있는지를 결정할 것""""이라고 말했지만, 나중에 그는 선거전에 남아 1월 21일 사우스캐롤라이나 예비선거에서 경쟁할 것이라고 말했습니다.""","""Perdue said he would return to Texas to evaluate the results of the general staff meeting tonight and decide if he would be a viable candidate for the upcoming election, but later stated he would remain in the state and compete in the January 21st South Carolina primary.""",3.1103
Korean,English,8월에 에임스 스트로 폴(Ames Straw Poll)에서 이긴 바흐만(Bachmann)은 캠페인 운동을 중단하기로 했다.,"In August, Bachmann, who won the Ames Straw Poll, has decided to suspend her campaign.",1.1769
Korean,English,"그 사진작가는 로널드 레이건 UCLA 메디컬 센터로 이송되었으나, 이후 그곳에서 사망하였습니다.","The photographer was transported to the Ronald Reagan UCLA Medical Center, where he later died.",1.0848
Korean,English,"""알려진 바에 따르면 그는 20대라고 한다. 성명서에서 비버는 """"제가 비록 그 비극적인 사건 현장에 있지 않았고 직접적인 관련도 없기는 해도, 희생자의 가족들을 위해 위로와 기도를 전합니다."""" ""","According to reports, he is in his 20s. In a statement, Beaver said, ""Although I was not present at the scene of the tragic event and was not directly involved, I offer my condolences and prayers to the families of the victims.""",2.8426
Korean,English,"연예 뉴스 웹사이트인 TMZ는 사진사가 세풀베다 대로 맞은편에 차를 세워 두고, 길을 건너기 전에 계속해서 경찰서 사진을 찍으려 시도하였으며, 이에 교통정리를 하던 캘리포니아 고속도로 경찰이 두 번이나 물러나도록 명령했던 것에 대해 시인하였습니다.","The celebrity news website TMZ reported that the photographer, Sepulveda, was attempting to take pictures of the police station before crossing the street, and was ordered to leave twice by the California Highway Patrol officers who were directing traffic at the time.",2.9024
Korean,English,경찰에 따르면 사진기자를 친 차량의 운전자는 형사 고발을 당할 가능성이 낮다.,"According to the police, the driver of the car involved in the photojournalist's accident is unlikely to face criminal charges.",1.472
Korean,English,"하루에 열여덟 개의 메달만 주어지기 때문에, 많은 국가가 메달 단상에 오르지 못했습니다.","Due to the fact that only 18 medals are awarded per day, many countries were unable to reach the medal table.",1.3924
